,Name,Team,Position,Cost,Creativity,Influence,Threat,ICT,Goals_conceded,Goals_scored,Assists,Own_goals,Penalties_missed,Penalties_saved,Saves,Yellow_cards,Red_cards,TSB,Minutes,Bonus,Points,Age,Market_Value,PCS_1,PCS_2,Player_Id,bonus_GW1,bonus_GW2,bonus_GW3,bonus_GW4,bonus_GW5,bonus_GW6,bonus_GW7,bonus_GW8,bonus_GW9,bps_GW1,bps_GW2,bps_GW3,bps_GW4,bps_GW5,bps_GW6,bps_GW7,bps_GW8,bps_GW9,clean_sheets_GW1,clean_sheets_GW2,clean_sheets_GW3,clean_sheets_GW4,clean_sheets_GW5,clean_sheets_GW6,clean_sheets_GW7,clean_sheets_GW8,clean_sheets_GW9,goals_scored_GW1,goals_scored_GW2,goals_scored_GW3,goals_scored_GW4,goals_scored_GW5,goals_scored_GW6,goals_scored_GW7,goals_scored_GW8,goals_scored_GW9,ict_index_GW1,ict_index_GW2,ict_index_GW3,ict_index_GW4,ict_index_GW5,ict_index_GW6,ict_index_GW7,ict_index_GW8,ict_index_GW9,saves_GW1,saves_GW2,saves_GW3,saves_GW4,saves_GW5,saves_GW6,saves_GW7,saves_GW8,saves_GW9,selected_GW1,selected_GW2,selected_GW3,selected_GW4,selected_GW5,selected_GW6,selected_GW7,selected_GW8,selected_GW9,total_points_GW1,total_points_GW2,total_points_GW3,total_points_GW4,total_points_GW5,total_points_GW6,total_points_GW7,total_points_GW8,total_points_GW9,transfers_balance_GW1,transfers_balance_GW2,transfers_balance_GW3,transfers_balance_GW4,transfers_balance_GW5,transfers_balance_GW6,transfers_balance_GW7,transfers_balance_GW8,transfers_balance_GW9,transfers_in_GW1,transfers_in_GW2,transfers_in_GW3,transfers_in_GW4,transfers_in_GW5,transfers_in_GW6,transfers_in_GW7,transfers_in_GW8,transfers_in_GW9,transfers_out_GW1,transfers_out_GW2,transfers_out_GW3,transfers_out_GW4,transfers_out_GW5,transfers_out_GW6,transfers_out_GW7,transfers_out_GW8,transfers_out_GW9,value_GW1,value_GW2,value_GW3,value_GW4,value_GW5,value_GW6,value_GW7,value_GW8,value_GW9
313,Reid,WHU,DEF,45,48.8,322.4,64.0,43.6,27,0,0,0,0,0,0,5,0,0.0,1452,3,42,30,6.3,-0.4888677157761886,0.22759082000045663,110,8,2.0,5.0,3.0,2.0,3.0,0.0,2.0,43.0,8,2.0,5.0,3.0,2.0,3.0,0.0,2.0,43.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.9,0.0,3.7,3.8,0.5,2.9,0.0,0.1,14.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33401,36871.0,29017.0,23324.0,20064.0,18852.0,18131.0,16707.0,15625.0,2,1.0,1.0,2.0,2.0,2.0,0.0,1.0,12.0,0,-187.0,-8315.0,-6279.0,-3681.0,-1578.0,-910.0,-1444.0,-1300.0,0,4064.0,1342.0,778.0,873.0,1057.0,849.0,251.0,546.0,0,4251.0,9657.0,7057.0,4554.0,2635.0,1759.0,1695.0,1846.0,55,55.0,55.0,54.0,54.0,53.0,53.0,53.0,52.0
314,Reid,WHU,DEF,45,48.8,322.4,64.0,43.6,27,0,0,0,0,0,0,5,0,0.0,1452,3,42,30,6.3,-0.4888677157761886,0.22759082000045663,401,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1204,1227.0,1125.0,1060.0,1025.0,1018.0,1004.0,994.0,992.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-181.0,-136.0,-95.0,-65.0,-17.0,-23.0,-19.0,-16.0,0,58.0,44.0,24.0,40.0,35.0,27.0,13.0,23.0,0,239.0,180.0,119.0,105.0,52.0,50.0,32.0,39.0,45,45.0,45.0,45.0,45.0,44.0,44.0,44.0,44.0
315,Rice,WHU,DEF,45,35.7,310.4,29.0,37.5,29,0,0,0,0,0,0,1,0,0.3,1421,0,41,19,9.0,-0.7441561991108236,0.27681934918075723,406,5,0.0,0.0,0.0,18.0,25.0,15.0,16.0,15.0,5,0.0,0.0,0.0,18.0,25.0,15.0,16.0,15.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,3.0,1.5,2.9,1.4,4.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16061,16476.0,14374.0,13171.0,12138.0,12117.0,13805.0,15852.0,16612.0,0,0.0,0.0,0.0,1.0,6.0,2.0,2.0,2.0,0,-1016.0,-2293.0,-1395.0,-1138.0,-154.0,1403.0,1758.0,650.0,0,351.0,108.0,105.0,66.0,343.0,1738.0,2134.0,1399.0,0,1367.0,2401.0,1500.0,1204.0,497.0,335.0,376.0,749.0,45,45.0,45.0,44.0,44.0,44.0,44.0,44.0,44.0
316,Riedewald,CRY,DEF,45,21.5,74.4,12.0,10.6,6,0,0,0,0,0,0,0,0,0.1,435,0,23,22,4.5,-1.4852802330639816,-0.24882407463934816,144,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4442,4440.0,4174.0,3958.0,3721.0,3572.0,3354.0,3168.0,3128.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-572.0,-445.0,-299.0,-286.0,-170.0,-234.0,-192.0,-63.0,0,93.0,100.0,78.0,27.0,30.0,15.0,10.0,21.0,0,665.0,545.0,377.0,313.0,200.0,249.0,202.0,84.0,45,45.0,45.0,44.0,44.0,44.0,44.0,44.0,44.0
317,Ritchie,NEW,MID,60,844.4,561.2,520.0,192.6,35,3,7,0,0,0,0,6,0,1.1,2802,10,116,29,10.8,1.7410325548814054,-0.06648871509461879,317,19,3.0,6.0,0.0,2.0,13.0,12.0,7.0,5.0,19,3.0,6.0,0.0,2.0,13.0,12.0,7.0,5.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,0.5,2.8,0.0,3.9,4.6,1.7,9.9,11.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46207,64503.0,54963.0,42198.0,32781.0,31358.0,30413.0,29053.0,29947.0,5,2.0,1.0,0.0,2.0,3.0,2.0,1.0,2.0,0,7894.0,-9643.0,-13232.0,-9773.0,-1944.0,-1126.0,-1391.0,516.0,0,12359.0,1783.0,661.0,422.0,625.0,649.0,319.0,2279.0,0,4465.0,11426.0,13893.0,10195.0,2569.0,1775.0,1710.0,1763.0,60,60.0,60.0,60.0,59.0,59.0,59.0,59.0,59.0
318,Robertson,LIV,DEF,60,414.5,424.0,174.0,101.3,18,1,5,0,0,0,0,2,0,16.1,1940,12,111,24,22.5,0.6098358039112444,-0.14970096667139807,247,41,35.0,35.0,20.0,10.0,24.0,15.0,26.0,28.0,41,35.0,35.0,20.0,10.0,24.0,15.0,26.0,28.0,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,5.5,7.7,5.1,3.3,2.9,3.3,3.2,4.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720845,876719.0,1024109.0,1178533.0,1308899.0,1475126.0,1537823.0,1525643.0,1666151.0,11,7.0,9.0,5.0,2.0,7.0,2.0,6.0,8.0,0,67654.0,102358.0,117392.0,102355.0,143142.0,67105.0,-14582.0,105766.0,0,90652.0,147821.0,151514.0,159127.0,170915.0,108422.0,39027.0,128352.0,0,22998.0,45463.0,34122.0,56772.0,27773.0,41317.0,53609.0,22586.0,60,60.0,60.0,61.0,61.0,62.0,63.0,63.0,63.0
319,Rojo,MUN,DEF,50,26.0,151.4,47.0,22.5,8,0,0,0,0,0,0,6,0,0.6,639,4,23,28,16.2,-1.0065602740893695,-0.20502739727085148,287,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5350,4596.0,4040.0,3636.0,3498.0,3432.0,3357.0,3314.0,3306.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1145.0,-750.0,-525.0,-295.0,-129.0,-126.0,-87.0,-61.0,0,112.0,73.0,51.0,40.0,35.0,28.0,14.0,77.0,0,1257.0,823.0,576.0,335.0,164.0,154.0,101.0,138.0,50,50.0,50.0,49.0,49.0,49.0,49.0,49.0,49.0
320,Romero,MUN,GKP,50,0.0,26.4,0.0,2.6,0,0,0,0,0,0,3,0,0,0.1,90,0,7,31,4.5,-1.6735270834628537,-0.25405967800792495,283,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3795,3248.0,2995.0,2818.0,2831.0,2976.0,3009.0,3046.0,3181.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-668.0,-350.0,-246.0,-117.0,-15.0,-66.0,-35.0,-31.0,0,44.0,40.0,34.0,62.0,79.0,49.0,60.0,80.0,0,712.0,390.0,280.0,179.0,94.0,115.0,95.0,111.0,50,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
321,Rose,TOT,DEF,60,181.6,159.4,117.0,45.9,14,0,2,0,0,0,0,4,0,2.2,800,0,24,28,27.0,-1.0428480276403358,-0.10867215575613318,354,0,0.0,18.0,2.0,4.0,29.0,23.0,24.0,0.0,0,0.0,18.0,2.0,4.0,29.0,23.0,24.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.2,2.9,8.1,1.9,5.2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69060,65473.0,56283.0,52190.0,51400.0,52045.0,62845.0,77619.0,60742.0,0,0.0,5.0,1.0,1.0,7.0,8.0,6.0,0.0,0,-9971.0,-10702.0,-5206.0,-2266.0,-438.0,7999.0,12345.0,-14359.0,0,599.0,334.0,463.0,455.0,1075.0,9582.0,14573.0,1203.0,0,10570.0,11036.0,5669.0,2721.0,1513.0,1583.0,2228.0,15562.0,60,60.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0
322,Ruddy,WOL,GKP,45,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,31,2.7,-1.7041157719259885,-0.3800545638988259,421,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24845,23967.0,22022.0,20824.0,19847.0,19079.0,18506.0,17972.0,17466.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-2230.0,-2251.0,-1524.0,-1238.0,-852.0,-648.0,-596.0,-590.0,0,98.0,67.0,127.0,185.0,90.0,86.0,79.0,141.0,0,2328.0,2318.0,1651.0,1423.0,942.0,734.0,675.0,731.0,45,45.0,45.0,45.0,44.0,44.0,44.0,44.0,44.0
323,Ryan,BHA,GKP,45,0.0,911.6,0.0,91.1,54,0,0,0,0,2,124,0,0,6.1,3420,13,146,26,7.2,1.8594834866020582,6.237586791912369,47,15,9.0,21.0,14.0,12.0,20.0,20.0,29.0,34.0,15,9.0,21.0,14.0,12.0,20.0,20.0,29.0,34.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.6,4.9,2.3,1.3,4.0,3.6,2.7,3.9,3,1.0,6.0,3.0,2.0,5.0,6.0,4.0,6.0,257273,250087.0,232025.0,237187.0,224788.0,215137.0,206784.0,204133.0,216803.0,2,1.0,4.0,2.0,1.0,2.0,3.0,9.0,11.0,0,-12813.0,-20178.0,1094.0,-12676.0,-10173.0,-8612.0,-3203.0,10489.0,0,1516.0,3237.0,13605.0,5724.0,3625.0,1531.0,3451.0,18274.0,0,14329.0,23415.0,12511.0,18400.0,13798.0,10143.0,6654.0,7785.0,45,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
324,Rudiger,CHE,DEF,60,83.0,546.6,217.0,84.8,22,2,1,0,0,0,0,4,0,3.2,2336,8,115,25,36.0,0.3658753771920333,-0.127714402143724,118,35,14.0,13.0,27.0,15.0,26.0,15.0,26.0,33.0,35,14.0,13.0,27.0,15.0,26.0,15.0,26.0,33.0,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.4,3.5,2.3,2.9,5.0,2.4,2.0,8.4,11.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135804,165355.0,157143.0,154832.0,158381.0,154283.0,137678.0,144196.0,136018.0,9,1.0,2.0,6.0,2.0,6.0,2.0,6.0,11.0,0,4749.0,-12684.0,-7214.0,-752.0,-5294.0,-16642.0,3190.0,-8288.0,0,13876.0,7842.0,6402.0,9304.0,3362.0,1297.0,7423.0,3316.0,0,9127.0,20526.0,13616.0,10056.0,8656.0,17939.0,4233.0,11604.0,60,60.0,60.0,60.0,60.0,60.0,60.0,59.0,59.0
325,Sabiri,HUD,MID,45,40.6,30.8,53.0,12.4,5,0,1,0,0,0,0,1,0,0.1,217,0,10,21,900.0,-1.4963674542086722,-0.27656347819915317,205,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3471,3461.0,3483.0,3287.0,3822.0,3546.0,3419.0,3362.0,3062.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-386.0,-170.0,-260.0,218.0,-193.0,-174.0,-92.0,-289.0,0,93.0,275.0,105.0,861.0,133.0,70.0,86.0,25.0,0,479.0,445.0,365.0,643.0,326.0,244.0,178.0,314.0,45,45.0,45.0,45.0,44.0,44.0,44.0,44.0,44.0
326,Sakho,CRY,DEF,50,30.7,426.2,77.0,53.6,23,1,2,0,0,0,0,1,0,1.2,1597,18,81,28,13.5,0.909167683119563,0.07338909451754058,143,33,13.0,21.0,16.0,27.0,23.0,9.0,19.0,18.0,33,13.0,21.0,16.0,27.0,23.0,9.0,19.0,18.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.1,3.5,2.3,2.3,3.3,1.5,3.7,2.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67303,83156.0,86968.0,90614.0,85338.0,94251.0,100643.0,97676.0,93235.0,7,1.0,3.0,1.0,8.0,6.0,0.0,2.0,1.0,0,694.0,-1189.0,248.0,-6469.0,5983.0,4593.0,-3090.0,-5252.0,0,5381.0,5887.0,6634.0,1807.0,9354.0,8002.0,2347.0,1589.0,0,4687.0,7076.0,6386.0,8276.0,3371.0,3409.0,5437.0,6841.0,50,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
327,Salah,LIV,MID,130,942.5,1496.2,2109.0,454.4,29,32,12,0,1,0,0,1,0,47.5,2905,26,303,26,135.0,8.445021267355802,-3.213731120403719,253,20,22.0,28.0,7.0,7.0,18.0,8.0,1.0,26.0,20,22.0,28.0,7.0,7.0,18.0,8.0,1.0,26.0,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,16.9,15.3,20.3,4.1,12.2,9.7,7.5,3.3,13.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2478960,2799491.0,2892383.0,2995784.0,2754458.0,2419608.0,2330574.0,1992452.0,1681931.0,8,9.0,8.0,2.0,2.0,8.0,2.0,3.0,8.0,0,38860.0,5370.0,32547.0,-261759.0,-352832.0,-106042.0,-338250.0,-321994.0,0,69743.0,80831.0,79082.0,35679.0,21189.0,22128.0,7940.0,34581.0,0,30883.0,75461.0,46535.0,297438.0,374021.0,128170.0,346190.0,356575.0,130,130.0,130.0,130.0,130.0,130.0,129.0,129.0,128.0
328,Sane,MCI,MID,95,891.3,842.4,1013.0,274.4,22,10,15,0,0,0,0,4,0,18.4,2415,17,179,22,81.0,3.487208380768988,-1.132169658380539,275,3,11.0,4.0,0.0,33.0,16.0,25.0,3.0,22.0,3,11.0,4.0,0.0,33.0,16.0,25.0,3.0,22.0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.2,6.8,0.4,0.0,16.2,7.0,12.0,0.5,15.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663136,589522.0,408320.0,284356.0,208548.0,232197.0,272021.0,289787.0,302206.0,1,4.0,1.0,0.0,9.0,6.0,6.0,1.0,7.0,0,-101919.0,-188124.0,-130429.0,-80955.0,16778.0,34609.0,18652.0,8085.0,0,36346.0,15051.0,3945.0,3449.0,27708.0,44500.0,35295.0,36879.0,0,138265.0,203175.0,134374.0,84404.0,10930.0,9891.0,16643.0,28794.0,95,95.0,94.0,93.0,92.0,92.0,92.0,92.0,92.0
329,Saiss,WOL,DEF,45,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,28,5.4,-1.7041157719259885,-0.3800545638988259,426,0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13736,12124.0,10130.0,8897.0,8153.0,7582.0,7310.0,7053.0,6958.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,-2398.0,-2236.0,-1386.0,-889.0,-634.0,-327.0,-281.0,-185.0,0,98.0,170.0,75.0,137.0,65.0,67.0,36.0,212.0,0,2496.0,2406.0,1461.0,1026.0,699.0,394.0,317.0,397.0,45,45.0,44.0,44.0,43.0,43.0,43.0,43.0,42.0
330,Schelotto,BHA,DEF,40,99.2,210.0,73.0,38.2,30,0,0,0,0,0,0,3,0,2.6,1313,0,20,29,4.05,-0.7152754952565694,0.3004459102055912,53,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118425,117693.0,109828.0,103281.0,103830.0,102586.0,100530.0,99725.0,97871.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-9650.0,-10583.0,-8044.0,-3580.0,-2471.0,-2682.0,-1549.0,-2513.0,0,2381.0,2295.0,1199.0,5298.0,3180.0,1291.0,1386.0,1557.0,0,12031.0,12878.0,9243.0,8878.0,5651.0,3973.0,2935.0,4070.0,40,40.0,40.0,40.0,39.0,39.0,39.0,39.0,39.0
331,Schindler,HUD,DEF,45,107.1,928.0,149.0,119.1,53,0,2,0,0,0,0,6,1,3.4,3264,15,102,28,5.4,1.708534979795422,0.789067537641724,192,6,7.0,28.0,10.0,9.0,19.0,12.0,23.0,19.0,6,7.0,28.0,10.0,9.0,19.0,12.0,23.0,19.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.4,2.7,1.2,1.8,2.7,0.8,7.3,2.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164951,147672.0,131277.0,132527.0,126168.0,121056.0,114819.0,103902.0,105373.0,0,-2.0,9.0,2.0,2.0,1.0,1.0,8.0,2.0,0,-18060.0,-17388.0,-1092.0,-6614.0,-5505.0,-6243.0,-10788.0,249.0,0,324.0,1315.0,5451.0,1935.0,1324.0,340.0,45.0,4768.0,0,18384.0,18703.0,6543.0,8549.0,6829.0,6583.0,10833.0,4519.0,45,45.0,45.0,45.0,44.0,44.0,44.0,44.0,43.0
332,Schlupp,CRY,DEF,45,189.7,339.6,155.0,68.6,30,0,2,0,0,0,0,3,0,0.4,1742,0,50,25,8.1,-0.49890674550827896,0.25043374498034277,141,30,8.0,2.0,7.0,3.0,0.0,2.0,1.0,7.0,30,8.0,2.0,7.0,3.0,0.0,2.0,1.0,7.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,3.0,1.4,5.3,0.0,0.0,0.4,6.8,1.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29820,124187.0,222526.0,253343.0,247937.0,223668.0,192596.0,176845.0,162169.0,11,2.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,0,48169.0,82040.0,26749.0,-6655.0,-23786.0,-31136.0,-16731.0,-15407.0,0,59007.0,109315.0,51374.0,21211.0,3143.0,774.0,509.0,593.0,0,10838.0,27275.0,24625.0,27866.0,26929.0,31910.0,17240.0,16000.0,45,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
333,Schmeichel,LEI,GKP,50,11.1,687.2,0.0,69.9,47,0,0,1,0,2,93,3,0,4.9,2965,17,123,31,10.8,1.7626684896415792,4.766687590050451,213,16,25.0,17.0,11.0,7.0,9.0,25.0,22.0,14.0,16,25.0,17.0,11.0,7.0,9.0,25.0,22.0,14.0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.5,3.3,1.6,1.1,1.2,0.9,4.3,0.0,4,2.0,4.0,2.0,1.0,1.0,1.0,6.0,3.0,230133,277560.0,303309.0,307235.0,316827.0,313163.0,303498.0,304018.0,294336.0,2,6.0,3.0,1.0,-1.0,2.0,6.0,3.0,2.0,0,621.0,7847.0,-4420.0,968.0,-6820.0,-10825.0,-1466.0,-10922.0,0,11389.0,22407.0,11512.0,17909.0,9877.0,2805.0,5525.0,2520.0,0,10768.0,14560.0,15932.0,16941.0,16697.0,13630.0,6991.0,13442.0,50,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
334,Schneiderlin,EVE,MID,45,159.2,361.2,52.0,57.2,38,0,0,0,0,0,0,4,1,1.9,2124,1,52,28,18.0,-0.30230031612779273,0.4708679359082447,167,14,18.0,0.0,14.0,7.0,0.0,3.0,3.0,0.0,14,18.0,0.0,14.0,7.0,0.0,3.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,4.7,0.0,3.1,1.6,0.0,0.2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115922,137872.0,128263.0,121415.0,121166.0,113668.0,105934.0,101887.0,98995.0,2,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,3212.0,-11704.0,-8807.0,-2159.0,-7655.0,-7947.0,-4364.0,-3502.0,0,15259.0,22976.0,9696.0,7771.0,2035.0,834.0,834.0,2431.0,0,12047.0,34680.0,18503.0,9930.0,9690.0,8781.0,5198.0,5933.0,45,45.0,45.0,45.0,45.0,45.0,45.0,45.0,44.0
335,Sema,WAT,MID,50,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,25,1.8,-1.7041157719259885,-0.3800545638988259,446,5,1.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,5,1.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5736,5270.0,4704.0,4445.0,4174.0,3897.0,3726.0,3598.0,3417.0,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,-767.0,-668.0,-350.0,-363.0,-316.0,-203.0,-143.0,-203.0,0,115.0,105.0,158.0,147.0,67.0,45.0,45.0,41.0,0,882.0,773.0,508.0,510.0,383.0,248.0,188.0,244.0,50,50.0,49.0,49.0,49.0,48.0,48.0,48.0,48.0
336,Sessegnon,FUL,MID,65,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,13.5,0,0,0,18,31.5,-1.7041157719259885,-0.3800545638988259,184,6,13.0,4.0,3.0,10.0,17.0,1.0,15.0,30.0,6,13.0,4.0,3.0,10.0,17.0,1.0,15.0,30.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.8,9.5,1.7,3.0,3.7,2.7,2.7,4.5,10.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472564,415133.0,386798.0,321174.0,253130.0,219583.0,195136.0,182036.0,169979.0,2,5.0,1.0,1.0,2.0,2.0,2.0,2.0,8.0,0,-75071.0,-36216.0,-67065.0,-69802.0,-35309.0,-25193.0,-13534.0,-12731.0,0,4752.0,12764.0,4450.0,1778.0,1118.0,633.0,690.0,1693.0,0,79823.0,48980.0,71515.0,71580.0,36427.0,25826.0,14224.0,14424.0,65,65.0,64.0,64.0,63.0,62.0,62.0,61.0,61.0
