,Name,Player_Id,bonus_GW1,bonus_GW2,bonus_GW3,bonus_GW4,bonus_GW5,bonus_GW6,bonus_GW7,bonus_GW8,bonus_GW9,bps_GW1,bps_GW2,bps_GW3,bps_GW4,bps_GW5,bps_GW6,bps_GW7,bps_GW8,bps_GW9,clean_sheets_GW1,clean_sheets_GW2,clean_sheets_GW3,clean_sheets_GW4,clean_sheets_GW5,clean_sheets_GW6,clean_sheets_GW7,clean_sheets_GW8,clean_sheets_GW9,goals_scored_GW1,goals_scored_GW2,goals_scored_GW3,goals_scored_GW4,goals_scored_GW5,goals_scored_GW6,goals_scored_GW7,goals_scored_GW8,goals_scored_GW9,ict_index_GW1,ict_index_GW2,ict_index_GW3,ict_index_GW4,ict_index_GW5,ict_index_GW6,ict_index_GW7,ict_index_GW8,ict_index_GW9,saves_GW1,saves_GW2,saves_GW3,saves_GW4,saves_GW5,saves_GW6,saves_GW7,saves_GW8,saves_GW9,total_points_GW1,total_points_GW2,total_points_GW3,total_points_GW4,total_points_GW5,total_points_GW6,total_points_GW7,total_points_GW8,total_points_GW9
0,Cech,1,24,26.0,17.0,8.0,13.0,36.0,6.0,0.0,0.0,24,26.0,17.0,8.0,13.0,36.0,6.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,5.3,2.8,0.2,1.4,4.3,1.7,0.0,0.0,6,8.0,4.0,1.0,1.0,6.0,1.0,0.0,0.0,3,3.0,3.0,1.0,2.0,11.0,1.0,0.0,0.0
1,Leno,2,0,0.0,0.0,0.0,0.0,0.0,11.0,19.0,0.0,0,0.0,0.0,0.0,0.0,0.0,11.0,19.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,2.2,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0
2,Koscielny,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Bellerin,4,17,16.0,25.0,5.0,12.0,28.0,28.0,25.0,0.0,17,16.0,25.0,5.0,12.0,28.0,28.0,25.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,3.8,5.7,1.9,3.4,4.8,2.4,7.4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,5.0,0.0,2.0,6.0,8.0,5.0,0.0
4,Monreal,5,0,14.0,27.0,9.0,12.0,20.0,22.0,20.0,0.0,0,14.0,27.0,9.0,12.0,20.0,22.0,20.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,11.4,5.5,2.6,5.4,4.2,4.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,10.0,0.0,2.0,6.0,6.0,5.0,0.0
5,Holding,6,0,0.0,0.0,0.0,0.0,9.0,31.0,15.0,0.0,0,0.0,0.0,0.0,0.0,9.0,31.0,15.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,2.6,2.3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,9.0,2.0,0.0
6,Mustafi,7,16,11.0,20.0,27.0,17.0,26.0,18.0,12.0,0.0,16,11.0,20.0,27.0,17.0,26.0,18.0,12.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.7,3.8,5.9,11.1,2.5,1.8,2.6,2.6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,2.0,8.0,2.0,6.0,5.0,2.0,0.0
7,Kolasinac,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Mavropanos,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Lichtsteiner,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Sokratis,12,13,13.0,10.0,12.0,13.0,-1.0,0.0,0.0,0.0,13,13.0,10.0,12.0,13.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,2.2,1.8,1.4,2.4,0.6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
11,Ozil,13,10,3.0,0.0,8.0,35.0,10.0,28.0,0.0,0.0,10,3.0,0.0,8.0,35.0,10.0,28.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,1.5,0.0,3.7,11.4,5.4,9.2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,0.0,2.0,10.0,3.0,10.0,0.0,0.0
12,Ramsey,14,7,2.0,15.0,15.0,12.0,28.0,2.0,30.0,0.0,7,2.0,15.0,15.0,12.0,28.0,2.0,30.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.9,2.7,8.8,12.8,4.6,8.6,1.1,8.6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,2.0,2.0,3.0,9.0,3.0,10.0,0.0
13,Iwobi,15,0,30.0,16.0,0.0,0.0,3.0,9.0,7.0,0.0,0,30.0,16.0,0.0,0.0,3.0,9.0,7.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,3.4,0.0,0.0,2.2,2.1,2.7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.0,4.0,0.0,0.0,1.0,4.0,2.0,0.0
14,Elneny,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Xhaka,17,10,4.0,11.0,21.0,33.0,12.0,13.0,16.0,0.0,10,4.0,11.0,21.0,33.0,12.0,13.0,16.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.5,4.4,8.9,7.3,2.2,6.3,3.8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,2.0,4.0,9.0,3.0,3.0,2.0,0.0
16,Mkhitaryan,18,11,43.0,2.0,2.0,1.0,0.0,0.0,9.0,0.0,11,43.0,2.0,2.0,1.0,0.0,0.0,9.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,14.6,5.1,0.0,2.5,0.0,0.0,5.3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,12.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0
17,Nelson,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Maitland-Niles,20,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Welbeck,21,0,0.0,30.0,3.0,1.0,1.0,3.0,22.0,0.0,0,0.0,30.0,3.0,1.0,1.0,3.0,22.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.1,1.6,2.0,1.3,6.3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,8.0,1.0,1.0,1.0,1.0,5.0,0.0
20,Lacazette,22,-4,2.0,13.0,41.0,11.0,33.0,6.0,58.0,0.0,-4,2.0,13.0,41.0,11.0,33.0,6.0,58.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.2,1.5,6.7,18.5,8.8,7.1,5.1,10.4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,4.0,12.0,5.0,8.0,5.0,12.0,0.0
21,Aubameyang,23,5,-4.0,12.0,33.0,12.0,32.0,9.0,61.0,0.0,5,-4.0,12.0,33.0,12.0,32.0,9.0,61.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.4,4.7,9.4,7.5,1.6,8.5,2.0,13.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,2.0,8.0,5.0,7.0,2.0,15.0,0.0
22,Torreira,450,5,3.0,14.0,20.0,4.0,9.0,5.0,13.0,0.0,5,3.0,14.0,20.0,4.0,9.0,5.0,13.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,2.3,3.9,1.7,2.0,1.3,1.8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0
23,Guendouzi,451,15,17.0,17.0,10.0,10.0,0.0,0.0,3.0,0.0,15,17.0,17.0,10.0,10.0,0.0,0.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.8,4.4,0.8,1.4,0.0,0.0,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
24,Martinez,542,0,0.0,,,,,,,,0,0.0,,,,,,,,0,0.0,,,,,,,,0,0.0,,,,,,,,0.0,0.0,,,,,,,,0,0.0,,,,,,,,0,0.0,,,,,,,
25,Begovic,24,21,16.0,4.0,18.0,20.0,10.0,10.0,25.0,29.0,21,16.0,4.0,18.0,20.0,10.0,10.0,25.0,29.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.6,0.0,3.6,3.9,0.7,0.7,1.5,2.1,1,4.0,1.0,4.0,5.0,1.0,1.0,2.0,4.0,6,3.0,1.0,2.0,2.0,0.0,2.0,6.0,9.0
26,Boruc,25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Francis,26,15,5.0,0.0,11.0,4.0,12.0,16.0,22.0,23.0,15,5.0,0.0,11.0,4.0,12.0,16.0,22.0,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.8,0.0,3.3,0.8,2.7,2.3,2.5,3.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,0.0,1.0,0.0,0.0,2.0,6.0,6.0
28,Steve Cook,27,25,42.0,13.0,11.0,14.0,19.0,14.0,28.0,28.0,25,42.0,13.0,11.0,14.0,19.0,14.0,28.0,28.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,11.3,3.3,4.6,2.7,2.4,5.5,2.7,2.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,14.0,1.0,1.0,1.0,0.0,2.0,6.0,6.0
29,Daniels,28,22,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,22,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,3.7,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Adam Smith,29,25,18.0,4.0,9.0,19.0,11.0,17.0,25.0,16.0,25,18.0,4.0,9.0,19.0,11.0,17.0,25.0,16.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.2,2.7,1.3,0.8,5.9,2.5,3.4,1.9,2.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2.0,-2.0,2.0,7.0,1.0,2.0,6.0,6.0
31,Mings,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Ake,31,33,5.0,23.0,7.0,14.0,15.0,12.0,30.0,27.0,33,5.0,23.0,7.0,14.0,15.0,12.0,30.0,27.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,1.0,6.5,2.5,1.1,7.5,2.8,4.9,4.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2.0,8.0,1.0,1.0,0.0,2.0,6.0,6.0
33,Simpson,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Pugh,34,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Surman,35,8,16.0,13.0,0.0,0.0,12.0,0.0,0.0,0.0,8,16.0,13.0,0.0,0.0,12.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.2,2.4,0.0,0.0,3.3,0.0,1.4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
36,Stanislas,36,0,0.0,0.0,0.0,0.0,5.0,25.0,1.0,3.0,0,0.0,0.0,0.0,0.0,5.0,25.0,1.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,5.4,0.2,1.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,1.0
37,Gosling,37,12,4.0,9.0,4.0,9.0,0.0,0.0,3.0,3.0,12,4.0,9.0,4.0,9.0,0.0,0.0,3.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2.1,2.3,4.0,2.1,0.0,2.3,0.6,1.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0
38,Ibe,38,0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,0.2,0.0,0.0,0.0,0.0,0.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
39,Lewis Cook,39,0,3.0,5.0,4.0,4.0,0.0,11.0,9.0,11.0,0,3.0,5.0,4.0,4.0,0.0,11.0,9.0,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.3,1.2,0.0,1.5,0.9,1.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,3.0
40,Fraser,40,38,29.0,21.0,3.0,56.0,13.0,18.0,19.0,9.0,38,29.0,21.0,3.0,56.0,13.0,18.0,19.0,9.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,11.1,7.2,9.9,3.2,14.9,10.3,7.1,5.6,3.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,6.0,2.0,2.0,18.0,2.0,1.0,6.0,3.0
41,Hyndman,41,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Brooks,42,3,11.0,9.0,0.0,11.0,9.0,19.0,32.0,2.0,3,11.0,9.0,0.0,11.0,9.0,19.0,32.0,2.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.5,8.8,4.4,0.0,2.1,8.7,6.5,10.0,0.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2.0,2.0,0.0,3.0,2.0,6.0,9.0,1.0
43,Wilson,43,31,27.0,4.0,-1.0,13.0,2.0,16.0,43.0,7.0,31,27.0,4.0,-1.0,13.0,2.0,16.0,43.0,7.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.2,11.2,5.0,1.5,6.4,2.8,7.9,14.5,3.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,6.0,8.0,2.0,4.0,2.0,5.0,14.0,1.0
44,Mousset,44,3,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,3,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
45,King,45,1,3.0,28.0,6.0,34.0,13.0,-1.0,61.0,-4.0,1,3.0,28.0,6.0,34.0,13.0,-1.0,61.0,-4.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,4.6,5.5,8.1,1.6,10.9,6.0,3.5,18.7,2.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,9.0,2.0,11.0,2.0,2.0,13.0,2.0
46,Defoe,46,3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
47,Rico,473,0,0.0,0.0,23.0,7.0,7.0,0.0,0.0,0.0,0,0.0,0.0,23.0,7.0,7.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,2.2,2.9,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
48,Lerma,494,0,0.0,0.0,7.0,7.0,11.0,19.0,21.0,16.0,0,0.0,0.0,7.0,7.0,11.0,19.0,21.0,16.0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,1.4,5.1,2.6,4.3,5.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,2.0,2.0,5.0,3.0,3.0
49,Ryan,47,15,9.0,21.0,14.0,12.0,20.0,20.0,29.0,34.0,15,9.0,21.0,14.0,12.0,20.0,20.0,29.0,34.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.6,4.9,2.3,1.3,4.0,3.6,2.7,3.9,3,1.0,6.0,3.0,2.0,5.0,6.0,4.0,6.0,2,1.0,4.0,2.0,1.0,2.0,3.0,9.0,11.0
50,Dunk,48,14,2.0,0.0,16.0,15.0,10.0,12.0,23.0,31.0,14,2.0,0.0,16.0,15.0,10.0,12.0,23.0,31.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,4.0,2.2,2.6,2.7,1.6,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,1.0,1.0,1.0,6.0,8.0
51,Duffy,49,16,19.0,13.0,13.0,35.0,17.0,8.0,19.0,29.0,16,19.0,13.0,13.0,35.0,17.0,8.0,19.0,29.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.7,6.8,4.4,2.0,8.7,3.7,4.3,2.2,6.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7.0,2.0,1.0,12.0,4.0,0.0,5.0,7.0
52,Bruno,50,6,0.0,0.0,0.0,0.0,0.0,0.0,26.0,21.0,6,0.0,0.0,0.0,0.0,0.0,0.0,26.0,21.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0
53,Bong,51,10,11.0,17.0,11.0,8.0,3.0,12.0,24.0,14.0,10,11.0,17.0,11.0,8.0,3.0,12.0,24.0,14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,2.1,1.6,2.2,0.8,2.9,1.1,0.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,2.0,1.0,1.0,1.0,1.0,6.0,6.0
