,Name,Player_Id,assists_GW1,assists_GW2,assists_GW3,assists_GW4,assists_GW5,assists_GW6,assists_GW7,assists_GW8,assists_GW9,bonus_GW1,bonus_GW2,bonus_GW3,bonus_GW4,bonus_GW5,bonus_GW6,bonus_GW7,bonus_GW8,bonus_GW9,bps_GW1,bps_GW2,bps_GW3,bps_GW4,bps_GW5,bps_GW6,bps_GW7,bps_GW8,bps_GW9,clean_sheets_GW1,clean_sheets_GW2,clean_sheets_GW3,clean_sheets_GW4,clean_sheets_GW5,clean_sheets_GW6,clean_sheets_GW7,clean_sheets_GW8,clean_sheets_GW9,goals_scored_GW1,goals_scored_GW2,goals_scored_GW3,goals_scored_GW4,goals_scored_GW5,goals_scored_GW6,goals_scored_GW7,goals_scored_GW8,goals_scored_GW9,ict_index_GW1,ict_index_GW2,ict_index_GW3,ict_index_GW4,ict_index_GW5,ict_index_GW6,ict_index_GW7,ict_index_GW8,ict_index_GW9,saves_GW1,saves_GW2,saves_GW3,saves_GW4,saves_GW5,saves_GW6,saves_GW7,saves_GW8,saves_GW9,selected_GW1,selected_GW2,selected_GW3,selected_GW4,selected_GW5,selected_GW6,selected_GW7,selected_GW8,selected_GW9,total_points_GW1,total_points_GW2,total_points_GW3,total_points_GW4,total_points_GW5,total_points_GW6,total_points_GW7,total_points_GW8,total_points_GW9,transfers_balance_GW1,transfers_balance_GW2,transfers_balance_GW3,transfers_balance_GW4,transfers_balance_GW5,transfers_balance_GW6,transfers_balance_GW7,transfers_balance_GW8,transfers_balance_GW9,transfers_in_GW1,transfers_in_GW2,transfers_in_GW3,transfers_in_GW4,transfers_in_GW5,transfers_in_GW6,transfers_in_GW7,transfers_in_GW8,transfers_in_GW9,transfers_out_GW1,transfers_out_GW2,transfers_out_GW3,transfers_out_GW4,transfers_out_GW5,transfers_out_GW6,transfers_out_GW7,transfers_out_GW8,transfers_out_GW9,value_GW1,value_GW2,value_GW3,value_GW4,value_GW5,value_GW6,value_GW7,value_GW8,value_GW9
163,Dann,139,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,779,756.0,686.0,651.0,601.0,589.0,573.0,562.0,549.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-115.0,-79.0,-51.0,-62.0,-19.0,-20.0,-11.0,-17.0,0,49.0,52.0,38.0,29.0,21.0,11.0,9.0,15.0,0,164.0,131.0,89.0,91.0,40.0,31.0,20.0,32.0,45,45.0,45.0,45.0,45.0,44.0,44.0,44.0,44.0
164,Kelly,140,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,2.9,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409020,381163.0,356170.0,345910.0,335006.0,339145.0,348316.0,356749.0,353516.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,-41937.0,-30956.0,-15177.0,-13209.0,-1239.0,4382.0,6527.0,-3166.0,0,5458.0,8113.0,9849.0,10905.0,21070.0,21218.0,18902.0,14060.0,0,47395.0,39069.0,25026.0,24114.0,22309.0,16836.0,12375.0,17226.0,40,40.0,40.0,40.0,40.0,39.0,39.0,39.0,39.0
165,Schlupp,141,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,8.0,2.0,7.0,3.0,0.0,2.0,1.0,7.0,30,8.0,2.0,7.0,3.0,0.0,2.0,1.0,7.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,3.0,1.4,5.3,0.0,0.0,0.4,6.8,1.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29820,124187.0,222526.0,253343.0,247937.0,223668.0,192596.0,176845.0,162169.0,11,2.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,0,48169.0,82040.0,26749.0,-6655.0,-23786.0,-31136.0,-16731.0,-15407.0,0,59007.0,109315.0,51374.0,21211.0,3143.0,774.0,509.0,593.0,0,10838.0,27275.0,24625.0,27866.0,26929.0,31910.0,17240.0,16000.0,45,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
166,van Aanholt,142,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,12.0,12.0,13.0,23.0,21.0,25.0,10.0,17.0,36,12.0,12.0,13.0,23.0,21.0,25.0,10.0,17.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.1,1.8,3.8,7.3,1.1,3.5,8.6,4.0,1.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244166,304696.0,307991.0,297381.0,266708.0,265053.0,264372.0,281692.0,267281.0,11,0.0,1.0,1.0,6.0,6.0,10.0,1.0,1.0,0,19439.0,-4170.0,-14634.0,-32326.0,-4069.0,-1783.0,12377.0,-14367.0,0,35337.0,27702.0,13472.0,6344.0,9824.0,9424.0,20935.0,9228.0,0,15898.0,31872.0,28106.0,38670.0,13893.0,11207.0,8558.0,23595.0,55,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0
167,Sakho,143,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,13.0,21.0,16.0,27.0,23.0,9.0,19.0,18.0,33,13.0,21.0,16.0,27.0,23.0,9.0,19.0,18.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.1,3.5,2.3,2.3,3.3,1.5,3.7,2.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67303,83156.0,86968.0,90614.0,85338.0,94251.0,100643.0,97676.0,93235.0,7,1.0,3.0,1.0,8.0,6.0,0.0,2.0,1.0,0,694.0,-1189.0,248.0,-6469.0,5983.0,4593.0,-3090.0,-5252.0,0,5381.0,5887.0,6634.0,1807.0,9354.0,8002.0,2347.0,1589.0,0,4687.0,7076.0,6386.0,8276.0,3371.0,3409.0,5437.0,6841.0,50,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
168,Riedewald,144,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4442,4440.0,4174.0,3958.0,3721.0,3572.0,3354.0,3168.0,3128.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-572.0,-445.0,-299.0,-286.0,-170.0,-234.0,-192.0,-63.0,0,93.0,100.0,78.0,27.0,30.0,15.0,10.0,21.0,0,665.0,545.0,377.0,313.0,200.0,249.0,202.0,84.0,45,45.0,45.0,44.0,44.0,44.0,44.0,44.0,44.0
169,Wan-Bissaka,145,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,-1.0,0.0,16.0,33.0,29.0,17.0,16.0,14.0,38,-1.0,0.0,16.0,33.0,29.0,17.0,16.0,14.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.9,0.0,7.6,3.0,5.8,2.7,3.9,2.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652304,1110097.0,1108869.0,1249902.0,1302865.0,1483934.0,1704275.0,1741616.0,1723511.0,12,-2.0,0.0,0.0,9.0,9.0,1.0,2.0,1.0,0,282492.0,-568.0,109808.0,41697.0,162857.0,207809.0,41460.0,-19748.0,0,296156.0,133556.0,141679.0,97655.0,172819.0,216136.0,60804.0,42111.0,0,13664.0,134124.0,31871.0,55958.0,9962.0,8327.0,19344.0,61859.0,40,41.0,41.0,41.0,41.0,42.0,43.0,43.0,43.0
170,Puncheon,146,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40154,39077.0,35676.0,34047.0,32376.0,30527.0,29156.0,37487.0,45980.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-4093.0,-4066.0,-2364.0,-2104.0,-1925.0,-1464.0,5054.0,6631.0,0,1032.0,1154.0,1878.0,1362.0,583.0,367.0,7944.0,11626.0,0,5125.0,5220.0,4242.0,3466.0,2508.0,1831.0,2890.0,4995.0,45,45.0,45.0,44.0,44.0,44.0,44.0,43.0,43.0
171,McArthur,147,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,14.0,2.0,18.0,6.0,6.0,5.0,11.0,10.0,14,14.0,2.0,18.0,6.0,6.0,5.0,11.0,10.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,1.6,5.0,9.8,4.8,1.6,3.3,0.9,2.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85461,78927.0,70836.0,68384.0,65922.0,61676.0,58390.0,56059.0,52284.0,3,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,0,-8881.0,-8834.0,-3372.0,-3155.0,-4479.0,-3464.0,-2541.0,-3930.0,0,1869.0,2497.0,4975.0,6086.0,2837.0,1555.0,1227.0,980.0,0,10750.0,11331.0,8347.0,9241.0,7316.0,5019.0,3768.0,4910.0,50,50.0,50.0,49.0,49.0,49.0,49.0,49.0,48.0
172,Sako,148,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1455,1543.0,1202.0,1058.0,953.0,920.0,885.0,866.0,841.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-445.0,-353.0,-166.0,-114.0,-39.0,-33.0,-22.0,-28.0,0,102.0,20.0,12.0,5.0,8.0,0.0,4.0,7.0,0,547.0,373.0,178.0,119.0,47.0,33.0,26.0,35.0,50,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
173,Townsend,149,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,9.0,12.0,10.0,4.0,20.0,11.0,14.0,11.0,9,9.0,12.0,10.0,4.0,20.0,11.0,14.0,11.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,2.5,5.0,4.7,4.2,12.2,2.6,6.0,5.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115533,106800.0,97775.0,95599.0,88687.0,81854.0,76575.0,72971.0,67523.0,3,2.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,0,-13212.0,-11151.0,-3903.0,-7823.0,-7219.0,-5620.0,-3913.0,-5782.0,0,1895.0,4875.0,8113.0,5000.0,2465.0,1682.0,1296.0,1008.0,0,15107.0,16026.0,12016.0,12823.0,9684.0,7302.0,5209.0,6790.0,60,60.0,60.0,59.0,59.0,59.0,58.0,58.0,58.0
174,Milivojevic,150,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,13.0,15.0,10.0,9.0,24.0,16.0,18.0,-7.0,16,13.0,15.0,10.0,9.0,24.0,16.0,18.0,-7.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,3.2,4.4,7.1,1.2,7.1,5.0,5.5,5.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465750,414619.0,347954.0,306296.0,266938.0,235022.0,211536.0,196455.0,177382.0,3,2.0,2.0,2.0,3.0,3.0,2.0,2.0,-1.0,0,-59480.0,-69826.0,-44605.0,-41310.0,-32641.0,-24104.0,-15689.0,-19587.0,0,3631.0,4640.0,6758.0,5436.0,2557.0,1458.0,1421.0,1218.0,0,63111.0,74466.0,51363.0,46746.0,35198.0,25562.0,17110.0,20805.0,65,65.0,64.0,64.0,63.0,63.0,62.0,62.0,61.0
175,Zaha,151,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17,8.0,18.0,0.0,27.0,11.0,19.0,3.0,0.0,17,8.0,18.0,0.0,27.0,11.0,19.0,3.0,0.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9.8,8.3,6.9,0.0,12.8,4.2,6.4,3.7,2.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1424847,1627320.0,1685398.0,1803698.0,1285181.0,1443588.0,1383726.0,1329193.0,1033936.0,5,2.0,5.0,0.0,7.0,2.0,6.0,2.0,2.0,0,39190.0,13303.0,75008.0,-504513.0,116896.0,-55120.0,-60783.0,-293362.0,0,116999.0,160108.0,164426.0,26098.0,165618.0,36724.0,24072.0,9102.0,0,77809.0,146805.0,89418.0,530611.0,48722.0,91844.0,84855.0,302464.0,70,70.0,70.0,71.0,70.0,70.0,70.0,70.0,69.0
176,Benteke,152,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,-1.0,-3.0,0.0,0.0,0.0,0.0,0.0,9,0.0,-1.0,-3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,1.8,2.8,10.1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54689,64876.0,63397.0,61222.0,48778.0,38453.0,34085.0,32004.0,29957.0,2,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,-2362.0,-4985.0,-4621.0,-13231.0,-10600.0,-4655.0,-2203.0,-2112.0,0,5183.0,5832.0,5161.0,4038.0,125.0,90.0,55.0,107.0,0,7545.0,10817.0,9782.0,17269.0,10725.0,4745.0,2258.0,2219.0,65,65.0,65.0,65.0,65.0,64.0,64.0,64.0,64.0
177,Sorloth,153,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3.0,2.0,6.0,0.0,2.0,1.0,2.0,0.0,4,3.0,2.0,6.0,0.0,2.0,1.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.1,0.4,2.0,0.0,0.3,0.4,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14555,15430.0,14998.0,15394.0,15508.0,14245.0,13581.0,13191.0,12339.0,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,-867.0,-1012.0,-220.0,-229.0,-1331.0,-816.0,-488.0,-935.0,0,993.0,1378.0,1854.0,1967.0,462.0,422.0,380.0,429.0,0,1860.0,2390.0,2074.0,2196.0,1793.0,1238.0,868.0,1364.0,50,50.0,50.0,50.0,50.0,49.0,49.0,49.0,49.0
178,Kouyate,412,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,6.0,11.0,4.0,2.0,-1.0,5.0,3,0.0,0.0,6.0,11.0,4.0,2.0,-1.0,5.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,4.5,2.0,2.4,0.6,1.7,2.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27371,24646.0,21775.0,19162.0,17793.0,17728.0,17376.0,16792.0,15911.0,1,0.0,0.0,1.0,3.0,3.0,0.0,0.0,2.0,0,-3773.0,-3242.0,-2835.0,-1596.0,-280.0,-434.0,-643.0,-955.0,0,361.0,369.0,178.0,303.0,865.0,458.0,217.0,178.0,0,4134.0,3611.0,3013.0,1899.0,1145.0,892.0,860.0,1133.0,50,50.0,49.0,49.0,48.0,48.0,48.0,48.0,48.0
179,Ward,441,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20760,19552.0,18558.0,18647.0,17149.0,16164.0,15337.0,14891.0,13894.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-2903.0,-1650.0,-545.0,-1643.0,-1132.0,-923.0,-548.0,-1032.0,0,270.0,546.0,1072.0,229.0,205.0,161.0,107.0,90.0,0,3173.0,2196.0,1617.0,1872.0,1337.0,1084.0,655.0,1122.0,45,45.0,45.0,44.0,44.0,44.0,43.0,43.0,43.0
180,Jach,442,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3994,3515.0,3274.0,3120.0,2959.0,2872.0,2787.0,2737.0,2665.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-591.0,-333.0,-214.0,-178.0,-105.0,-88.0,-53.0,-79.0,0,63.0,92.0,65.0,53.0,32.0,17.0,17.0,26.0,0,654.0,425.0,279.0,231.0,137.0,105.0,70.0,105.0,40,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
181,Souare,443,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6259,6924.0,6373.0,5379.0,4829.0,4616.0,4567.0,4485.0,4366.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-492.0,-792.0,-1050.0,-603.0,-263.0,-119.0,-97.0,-137.0,0,229.0,124.0,30.0,25.0,43.0,63.0,35.0,33.0,0,721.0,916.0,1080.0,628.0,306.0,182.0,132.0,170.0,45,45.0,45.0,44.0,44.0,43.0,43.0,43.0,43.0
182,Wickham,444,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9466,7083.0,6028.0,5320.0,4784.0,4477.0,4212.0,4067.0,3921.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,-2391.0,-1264.0,-807.0,-589.0,-337.0,-278.0,-170.0,-180.0,0,119.0,129.0,74.0,119.0,107.0,53.0,37.0,67.0,0,2510.0,1393.0,881.0,708.0,444.0,331.0,207.0,247.0,50,50.0,50.0,50.0,50.0,50.0,50.0,49.0,49.0
183,Kaikai,477,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9165,8832.0,8237.0,10106.0,11550.0,10972.0,10603.0,10332.0,10035.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-956.0,-785.0,577.0,408.0,-534.0,-433.0,-303.0,-333.0,0,200.0,220.0,2403.0,2758.0,470.0,172.0,123.0,109.0,0,1156.0,1005.0,1826.0,2350.0,1004.0,605.0,426.0,442.0,45,45.0,45.0,44.0,44.0,44.0,44.0,44.0,44.0
184,Meyer,486,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,11.0,4.0,0.0,7.0,14.0,3.0,0.0,0,2.0,11.0,4.0,0.0,7.0,14.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,3.5,3.8,0.0,2.1,5.8,2.8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41672,28028.0,23030.0,22619.0,20376.0,17354.0,15675.0,15127.0,13945.0,0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,0,-14933.0,-5707.0,-1046.0,-2541.0,-3175.0,-1802.0,-633.0,-1279.0,0,391.0,505.0,1731.0,670.0,259.0,117.0,228.0,175.0,0,15324.0,6212.0,2777.0,3211.0,3434.0,1919.0,861.0,1454.0,60,60.0,59.0,59.0,59.0,58.0,58.0,57.0,57.0
185,Ayew,505,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.0,8.0,3.0,7.0,3.0,0.0,0,0.0,0.0,3.0,8.0,3.0,7.0,3.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,4.3,2.6,2.7,2.9,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23777,20393.0,16440.0,13712.0,13812.0,16030.0,15044.0,14380.0,13451.0,0,0.0,0.0,2.0,5.0,2.0,2.0,2.0,0.0,0,-5504.0,-4879.0,-3372.0,-606.0,1660.0,-1066.0,-851.0,-1217.0,0,635.0,723.0,481.0,1527.0,3213.0,586.0,443.0,384.0,0,6139.0,5602.0,3853.0,2133.0,1553.0,1652.0,1294.0,1601.0,60,60.0,60.0,59.0,59.0,59.0,59.0,59.0,58.0
186,Pickford,154,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,15.0,16.0,18.0,10.0,14.0,20.0,10.0,43.0,13,15.0,16.0,18.0,10.0,14.0,20.0,10.0,43.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.9,2.9,3.0,0.8,1.8,0.3,1.0,4.0,2,3.0,3.0,5.0,1.0,3.0,0.0,1.0,4.0,985344,1024880.0,989856.0,968530.0,920463.0,846838.0,812849.0,799148.0,777397.0,1,3.0,2.0,3.0,1.0,2.0,6.0,2.0,15.0,0,-30340.0,-54670.0,-36184.0,-56259.0,-76195.0,-38989.0,-16850.0,-26575.0,0,18571.0,22217.0,22463.0,12158.0,3573.0,4609.0,5777.0,6241.0,0,48911.0,76887.0,58647.0,68417.0,79768.0,43598.0,22627.0,32816.0,50,50.0,50.0,50.0,50.0,50.0,49.0,49.0,49.0
187,Stekelenburg,155,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219323,236986.0,234167.0,236099.0,231787.0,229225.0,227573.0,225941.0,223955.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-3656.0,-8534.0,-3135.0,-7206.0,-3764.0,-2597.0,-2364.0,-2706.0,0,3955.0,4886.0,7014.0,5999.0,2849.0,1967.0,1957.0,2787.0,0,7611.0,13420.0,10149.0,13205.0,6613.0,4564.0,4321.0,5493.0,40,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
188,Baines,156,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,9.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,17,9.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,2.2,3.0,2.2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84579,90575.0,83588.0,82166.0,71443.0,61948.0,56313.0,51724.0,48024.0,1,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,-3482.0,-9133.0,-3717.0,-10945.0,-9761.0,-6134.0,-4815.0,-4067.0,0,4132.0,3154.0,5213.0,1042.0,315.0,457.0,235.0,324.0,0,7614.0,12287.0,8930.0,11987.0,10076.0,6591.0,5050.0,4391.0,55,55.0,55.0,55.0,54.0,54.0,53.0,53.0,52.0
