,Name,Player_Id,assists_GW1,assists_GW2,assists_GW3,assists_GW4,assists_GW5,assists_GW6,assists_GW7,assists_GW8,assists_GW9,bonus_GW1,bonus_GW2,bonus_GW3,bonus_GW4,bonus_GW5,bonus_GW6,bonus_GW7,bonus_GW8,bonus_GW9,bps_GW1,bps_GW2,bps_GW3,bps_GW4,bps_GW5,bps_GW6,bps_GW7,bps_GW8,bps_GW9,clean_sheets_GW1,clean_sheets_GW2,clean_sheets_GW3,clean_sheets_GW4,clean_sheets_GW5,clean_sheets_GW6,clean_sheets_GW7,clean_sheets_GW8,clean_sheets_GW9,goals_scored_GW1,goals_scored_GW2,goals_scored_GW3,goals_scored_GW4,goals_scored_GW5,goals_scored_GW6,goals_scored_GW7,goals_scored_GW8,goals_scored_GW9,ict_index_GW1,ict_index_GW2,ict_index_GW3,ict_index_GW4,ict_index_GW5,ict_index_GW6,ict_index_GW7,ict_index_GW8,ict_index_GW9,saves_GW1,saves_GW2,saves_GW3,saves_GW4,saves_GW5,saves_GW6,saves_GW7,saves_GW8,saves_GW9,selected_GW1,selected_GW2,selected_GW3,selected_GW4,selected_GW5,selected_GW6,selected_GW7,selected_GW8,selected_GW9,total_points_GW1,total_points_GW2,total_points_GW3,total_points_GW4,total_points_GW5,total_points_GW6,total_points_GW7,total_points_GW8,total_points_GW9,transfers_balance_GW1,transfers_balance_GW2,transfers_balance_GW3,transfers_balance_GW4,transfers_balance_GW5,transfers_balance_GW6,transfers_balance_GW7,transfers_balance_GW8,transfers_balance_GW9,transfers_in_GW1,transfers_in_GW2,transfers_in_GW3,transfers_in_GW4,transfers_in_GW5,transfers_in_GW6,transfers_in_GW7,transfers_in_GW8,transfers_in_GW9,transfers_out_GW1,transfers_out_GW2,transfers_out_GW3,transfers_out_GW4,transfers_out_GW5,transfers_out_GW6,transfers_out_GW7,transfers_out_GW8,transfers_out_GW9,value_GW1,value_GW2,value_GW3,value_GW4,value_GW5,value_GW6,value_GW7,value_GW8,value_GW9
437,Rose,354,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0.0,18.0,2.0,4.0,29.0,23.0,24.0,0.0,0,0.0,18.0,2.0,4.0,29.0,23.0,24.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.2,2.9,8.1,1.9,5.2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69060,65473.0,56283.0,52190.0,51400.0,52045.0,62845.0,77619.0,60742.0,0,0.0,5.0,1.0,1.0,7.0,8.0,6.0,0.0,0,-9971.0,-10702.0,-5206.0,-2266.0,-438.0,7999.0,12345.0,-14359.0,0,599.0,334.0,463.0,455.0,1075.0,9582.0,14573.0,1203.0,0,10570.0,11036.0,5669.0,2721.0,1513.0,1583.0,2228.0,15562.0,60,60.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0
438,Vertonghen,355,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,16.0,27.0,16.0,14.0,17.0,6.0,0.0,0.0,35,16.0,27.0,16.0,14.0,17.0,6.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,3.7,3.3,4.6,1.6,3.2,0.9,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414376,602322.0,570412.0,587243.0,549964.0,536775.0,540499.0,431349.0,328195.0,11,2.0,6.0,1.0,1.0,2.0,1.0,0.0,0.0,0,67919.0,-46041.0,-3226.0,-42343.0,-18703.0,-2230.0,-104487.0,-105095.0,0,83463.0,20463.0,26672.0,5639.0,7328.0,17913.0,684.0,125.0,0,15544.0,66504.0,29898.0,47982.0,26031.0,20143.0,105171.0,105220.0,60,60.0,60.0,60.0,60.0,60.0,60.0,60.0,59.0
439,Davies,356,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,20.0,4.0,10.0,0.0,0.0,0.0,3.0,22.0,15,20.0,4.0,10.0,0.0,0.0,0.0,3.0,22.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,10.2,0.6,2.3,0.0,0.0,0.0,0.0,1.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428966,411618.0,315502.0,259256.0,215040.0,184605.0,159975.0,143373.0,133267.0,2,2.0,1.0,1.0,0.0,0.0,0.0,1.0,6.0,0,-27459.0,-95580.0,-59299.0,-45483.0,-31534.0,-25323.0,-17033.0,-10865.0,0,10176.0,2964.0,1848.0,867.0,501.0,637.0,486.0,1100.0,0,37635.0,98544.0,61147.0,46350.0,32035.0,25960.0,17519.0,11965.0,60,60.0,59.0,59.0,58.0,58.0,57.0,57.0,56.0
440,Trippier,357,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,32.0,35.0,28.0,5.0,23.0,40.0,33.0,26.0,0,32.0,35.0,28.0,5.0,23.0,40.0,33.0,26.0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.7,7.4,0.4,5.7,8.3,7.9,5.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1217102,1124803.0,1281163.0,1322075.0,1388497.0,1477645.0,1678462.0,1927791.0,1975110.0,0,11.0,11.0,1.0,1.0,4.0,11.0,7.0,6.0,0,-152190.0,86177.0,22053.0,31542.0,71344.0,177198.0,230750.0,47176.0,0,11416.0,138150.0,98246.0,97238.0,119875.0,203831.0,240079.0,102423.0,0,163606.0,51973.0,76193.0,65696.0,48531.0,26633.0,9329.0,55247.0,60,60.0,60.0,60.0,60.0,60.0,61.0,62.0,63.0
441,Walker-Peters,358,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22811,23877.0,22164.0,21037.0,20119.0,19733.0,19342.0,19009.0,18673.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-3516.0,-3253.0,-2083.0,-1573.0,-835.0,-706.0,-513.0,-575.0,0,1445.0,1327.0,966.0,707.0,531.0,472.0,405.0,437.0,0,4961.0,4580.0,3049.0,2280.0,1366.0,1178.0,918.0,1012.0,45,45.0,44.0,44.0,44.0,43.0,43.0,43.0,43.0
442,Sanchez,359,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24,17.0,0.0,12.0,0.0,0.0,32.0,37.0,23.0,24,17.0,0.0,12.0,0.0,0.0,32.0,37.0,23.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,2.0,0.0,2.5,0.0,0.0,2.9,4.6,3.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122431,146100.0,133867.0,120768.0,112234.0,104721.0,98533.0,100310.0,110049.0,5,2.0,0.0,1.0,0.0,0.0,7.0,11.0,6.0,0,1930.0,-14918.0,-15579.0,-10417.0,-8413.0,-6873.0,581.0,6901.0,0,7888.0,1422.0,837.0,450.0,308.0,493.0,2416.0,9256.0,0,5958.0,16340.0,16416.0,10867.0,8721.0,7366.0,1835.0,2355.0,60,60.0,60.0,60.0,59.0,59.0,58.0,58.0,58.0
443,Aurier,360,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49004,62638.0,50615.0,47109.0,43347.0,41296.0,38816.0,36380.0,34885.0,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2214.0,-12185.0,-5019.0,-4340.0,-2408.0,-2651.0,-2489.0,-1646.0,0,6046.0,464.0,704.0,150.0,162.0,139.0,29.0,116.0,0,3832.0,12649.0,5723.0,4490.0,2570.0,2790.0,2518.0,1762.0,60,60.0,60.0,59.0,59.0,59.0,58.0,58.0,58.0
444,Dier,361,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,20.0,7.0,0.0,14.0,17.0,7.0,32.0,13.0,15,20.0,7.0,0.0,14.0,17.0,7.0,32.0,13.0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.8,4.3,0.9,0.0,1.6,3.3,1.9,10.2,1.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109552,91404.0,93090.0,94037.0,87952.0,85519.0,83438.0,85765.0,124064.0,1,2.0,3.0,0.0,2.0,2.0,3.0,8.0,3.0,0,-23024.0,-3771.0,-1740.0,-7238.0,-3617.0,-2737.0,1314.0,32151.0,0,2044.0,6917.0,6477.0,2488.0,2887.0,2190.0,4702.0,38979.0,0,25068.0,10688.0,8217.0,9726.0,6504.0,4927.0,3388.0,6828.0,50,49.0,49.0,49.0,49.0,49.0,48.0,48.0,48.0
445,Dembele,362,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4.0,19.0,5.0,7.0,17.0,5.0,0.0,1.0,2,4.0,19.0,5.0,7.0,17.0,5.0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.7,0.4,0.2,2.2,0.7,0.0,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72326,79455.0,73887.0,76050.0,75633.0,75073.0,74835.0,66639.0,61166.0,1,1.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,0,-7219.0,-8930.0,-1686.0,-3207.0,-2140.0,-1339.0,-8150.0,-5946.0,0,3683.0,2579.0,5000.0,3568.0,2827.0,2488.0,354.0,625.0,0,10902.0,11509.0,6686.0,6775.0,4967.0,3827.0,8504.0,6571.0,50,50.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0
446,Lamela,363,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12.0,0.0,0.0,18.0,26.0,0.0,1.0,33.0,0,12.0,0.0,0.0,18.0,26.0,0.0,1.0,33.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,9.3,0.0,0.0,8.3,6.8,0.0,4.2,8.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4017,3267.0,5263.0,4818.0,4083.0,8236.0,32253.0,44289.0,33845.0,0,4.0,0.0,0.0,6.0,7.0,0.0,1.0,11.0,0,-899.0,542.0,-784.0,-831.0,3010.0,21210.0,11312.0,-10068.0,0,127.0,1182.0,601.0,126.0,3861.0,23664.0,18609.0,5155.0,0,1026.0,640.0,1385.0,957.0,851.0,2454.0,7297.0,15223.0,65,65.0,65.0,65.0,64.0,64.0,64.0,64.0,64.0
447,Eriksen,364,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,15,5.0,22.0,15.0,22.0,14.0,0.0,0.0,1.0,15,5.0,22.0,15.0,22.0,14.0,0.0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,6.9,8.1,4.6,8.1,5.6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,840208,865331.0,628649.0,587080.0,518988.0,487212.0,362464.0,282858.0,259293.0,2,2.0,6.0,2.0,5.0,2.0,0.0,0.0,1.0,0,-20267.0,-241132.0,-56230.0,-74228.0,-38470.0,-125210.0,-80986.0,-26305.0,0,57542.0,14804.0,18426.0,15567.0,16991.0,8809.0,568.0,7926.0,0,77809.0,255936.0,74656.0,89795.0,55461.0,134019.0,81554.0,34231.0,95,95.0,94.0,94.0,93.0,93.0,93.0,92.0,92.0
448,Alli,365,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,18.0,9.0,8.0,0.0,3.0,0.0,0.0,0.0,34,18.0,9.0,8.0,0.0,3.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,10.4,8.0,4.1,0.0,0.7,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175864,381319.0,392509.0,398636.0,286881.0,222599.0,219883.0,182472.0,160236.0,9,5.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0,126809.0,334.0,-6932.0,-113584.0,-68109.0,-7025.0,-36626.0,-23112.0,0,145612.0,57563.0,37811.0,13364.0,738.0,14963.0,464.0,370.0,0,18803.0,57229.0,44743.0,126948.0,68847.0,21988.0,37090.0,23482.0,90,91.0,91.0,91.0,91.0,90.0,90.0,90.0,90.0
449,Wanyama,366,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,6.0,3.0,0.0,0,0.0,0.0,0.0,2.0,0.0,6.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2567,2190.0,1846.0,1689.0,1967.0,2198.0,2229.0,2477.0,2552.0,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,-596.0,-416.0,-211.0,42.0,79.0,-41.0,143.0,-34.0,0,56.0,48.0,27.0,154.0,185.0,89.0,249.0,210.0,0,652.0,464.0,238.0,112.0,106.0,130.0,106.0,244.0,50,50.0,50.0,49.0,49.0,49.0,49.0,49.0,49.0
450,Son,367,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,5.0,4.0,7.0,12.0,0.0,7,0.0,0.0,0.0,5.0,4.0,7.0,12.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,1.9,4.0,4.0,5.9,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374626,149244.0,95475.0,78587.0,82623.0,91027.0,108326.0,130323.0,119695.0,1,0.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0,-229900.0,-61372.0,-19504.0,1418.0,6676.0,14905.0,19500.0,-9126.0,0,2254.0,778.0,761.0,8096.0,11878.0,19978.0,25713.0,8660.0,0,232154.0,62150.0,20265.0,6678.0,5202.0,5073.0,6213.0,17786.0,85,84.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0
451,Winks,368,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,2.0,4.0,9.0,0.0,-3.0,12.0,13.0,0,3.0,2.0,4.0,9.0,0.0,-3.0,12.0,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.9,0.0,1.3,2.2,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,646,574.0,765.0,1000.0,1248.0,1471.0,1520.0,1815.0,2424.0,0,1.0,1.0,1.0,2.0,0.0,0.0,3.0,3.0,0,-140.0,6.0,7.0,37.0,62.0,-35.0,191.0,410.0,0,27.0,74.0,106.0,179.0,202.0,119.0,333.0,631.0,0,167.0,68.0,99.0,142.0,140.0,154.0,142.0,221.0,55,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0
452,Sissoko,369,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,0.0,0.0,0.0,0.0,0.0,3.0,18.0,28.0,11,0.0,0.0,0.0,0.0,0.0,3.0,18.0,28.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,7.5,5.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2814,8496.0,7322.0,6552.0,5303.0,4923.0,4776.0,4960.0,5405.0,2,0.0,0.0,0.0,0.0,0.0,1.0,3.0,8.0,0,1642.0,-1417.0,-1137.0,-1307.0,-456.0,-197.0,50.0,226.0,0,2417.0,338.0,260.0,51.0,19.0,45.0,174.0,451.0,0,775.0,1755.0,1397.0,1358.0,475.0,242.0,124.0,225.0,50,50.0,50.0,50.0,50.0,49.0,49.0,49.0,49.0
453,Lucas Moura,370,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8,17.0,41.0,15.0,-2.0,3.0,-3.0,13.0,8.0,8,17.0,41.0,15.0,-2.0,3.0,-3.0,13.0,8.0,0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,8.6,12.9,4.9,2.7,4.3,6.6,11.1,7.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108496,111296.0,119592.0,734301.0,1116102.0,1286400.0,1312694.0,1305055.0,1174016.0,2,7.0,15.0,5.0,2.0,3.0,3.0,3.0,3.0,0,-6020.0,826.0,558760.0,354920.0,159711.0,19961.0,-12387.0,-131320.0,0,11455.0,30878.0,585664.0,433660.0,251037.0,127833.0,97805.0,60651.0,0,17475.0,30052.0,26904.0,78740.0,91326.0,107872.0,110192.0,191971.0,70,70.0,70.0,72.0,73.0,74.0,74.0,74.0,74.0
454,Llorente,371,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15635,15477.0,13758.0,13231.0,13361.0,13318.0,13137.0,12962.0,12856.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,-3679.0,-3030.0,-1643.0,-656.0,-510.0,-503.0,-410.0,-403.0,0,921.0,730.0,755.0,861.0,523.0,369.0,278.0,304.0,0,4600.0,3760.0,2398.0,1517.0,1033.0,872.0,688.0,707.0,60,59.0,58.0,58.0,58.0,57.0,57.0,57.0,57.0
455,Kane,372,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,24.0,35.0,1.0,2.0,35.0,59.0,5.0,3.0,5,24.0,35.0,1.0,2.0,35.0,59.0,5.0,3.0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,5.7,12.7,9.0,3.2,5.0,17.2,15.7,10.5,4.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1430959,1568866.0,1469034.0,1569681.0,1500027.0,1407972.0,1482350.0,1888132.0,1702564.0,1,7.0,10.0,2.0,2.0,9.0,13.0,1.0,2.0,0,-30221.0,-144813.0,47135.0,-85075.0,-106057.0,47893.0,373120.0,-157160.0,0,47942.0,59230.0,95841.0,41068.0,36232.0,86719.0,380715.0,38240.0,0,78163.0,204043.0,48706.0,126143.0,142289.0,38826.0,7595.0,195400.0,125,125.0,125.0,125.0,125.0,124.0,124.0,125.0,125.0
456,Nkoudou,497,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,997,1038.0,969.0,931.0,925.0,913.0,910.0,922.0,949.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-224.0,-172.0,-86.0,-68.0,-46.0,-29.0,-23.0,-7.0,0,83.0,37.0,61.0,67.0,23.0,21.0,25.0,39.0,0,307.0,209.0,147.0,135.0,69.0,50.0,48.0,46.0,50,50.0,50.0,50.0,49.0,49.0,49.0,49.0,49.0
457,Amos,523,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4817.0,5362.0,5149.0,4997.0,6092.0,6254.0,6323.0,6382.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,812.0,-290.0,-448.0,-326.0,449.0,-63.0,-71.0,-114.0,0,1612.0,905.0,287.0,205.0,1417.0,651.0,474.0,466.0,0,800.0,1195.0,735.0,531.0,968.0,714.0,545.0,580.0,45,45.0,45.0,45.0,45.0,44.0,44.0,44.0,44.0
458,Gazzaniga,536,0,0.0,0.0,0.0,0.0,0.0,,,,0,0.0,19.0,29.0,0.0,0.0,,,,0,0.0,19.0,29.0,0.0,0.0,,,,0,0.0,0.0,1.0,0.0,0.0,,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.1,3.4,0.0,0.0,,,,0,0.0,3.0,5.0,0.0,0.0,,,,0,146.0,247.0,3052.0,5706.0,3459.0,,,,0,0.0,3.0,7.0,0.0,0.0,,,,0,32.0,13.0,2010.0,2407.0,-1900.0,,,,0,50.0,43.0,2336.0,4208.0,176.0,,,,0,18.0,30.0,326.0,1801.0,2076.0,,,,45,45.0,45.0,45.0,45.0,45.0,,,
459,Whiteman,538,0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,,,,,,0,2503.0,4182.0,5541.0,,,,,,0,0.0,0.0,0.0,,,,,,0,1150.0,1043.0,742.0,,,,,,0,1428.0,1564.0,1295.0,,,,,,0,278.0,521.0,553.0,,,,,,40,40.0,40.0,40.0,,,,,
460,Skipp,540,0,0.0,,,,,,,,0,0.0,,,,,,,,0,0.0,,,,,,,,0,0.0,,,,,,,,0,0.0,,,,,,,,0.0,0.0,,,,,,,,0,0.0,,,,,,,,0,118.0,,,,,,,,0,0.0,,,,,,,,0,57.0,,,,,,,,0,82.0,,,,,,,,0,25.0,,,,,,,,45,45.0,,,,,,,
461,Gomes,373,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22758,23020.0,21757.0,20888.0,20431.0,20017.0,19529.0,19140.0,18689.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1871.0,-1812.0,-1309.0,-1049.0,-690.0,-650.0,-491.0,-561.0,0,201.0,186.0,230.0,325.0,183.0,128.0,116.0,97.0,0,2072.0,1998.0,1539.0,1374.0,873.0,778.0,607.0,658.0,45,45.0,45.0,45.0,44.0,44.0,44.0,44.0,44.0
462,Dahlberg,374,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3773,3958.0,3850.0,3782.0,3858.0,3871.0,3826.0,3781.0,3726.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-266.0,-256.0,-173.0,-122.0,-84.0,-93.0,-63.0,-83.0,0,37.0,32.0,26.0,102.0,58.0,42.0,16.0,15.0,0,303.0,288.0,199.0,224.0,142.0,135.0,79.0,98.0,45,45.0,45.0,45.0,45.0,45.0,44.0,44.0,44.0
463,Kaboul,375,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10718,10638.0,9686.0,8925.0,8499.0,8238.0,7954.0,7778.0,7579.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1436.0,-1260.0,-940.0,-601.0,-357.0,-352.0,-234.0,-258.0,0,176.0,167.0,156.0,165.0,115.0,89.0,68.0,75.0,0,1612.0,1427.0,1096.0,766.0,472.0,441.0,302.0,333.0,45,45.0,44.0,44.0,44.0,43.0,43.0,43.0,43.0
464,Cathcart,376,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,13.0,12.0,32.0,17.0,9.0,-3.0,6.0,25.0,23,13.0,12.0,32.0,17.0,9.0,-3.0,6.0,25.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.7,2.3,1.4,7.9,1.5,2.2,7.3,6.4,1.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4273,9081.0,12134.0,12517.0,50681.0,59448.0,61897.0,60432.0,55566.0,6,2.0,2.0,11.0,1.0,2.0,-1.0,-1.0,6.0,0,1879.0,1776.0,-46.0,29701.0,8550.0,1965.0,-1783.0,-4931.0,0,2415.0,3037.0,1138.0,36191.0,13169.0,6324.0,2800.0,1825.0,0,536.0,1261.0,1184.0,6490.0,4619.0,4359.0,4583.0,6756.0,45,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
